!!SBtab	SBtabVersion='1.0'  TableType='QuantityMatrix'  TableName='E6'  TableTitle=''  Document='MGluR'					
!TimePoint	!Time	>Y5	SD_Y5	>Y6	SD_Y6	
E6T285	500.7	0.94324	0.05	0	0.05	600.7
E6T286	500.72	0.94324	0.05	0	0.05	600.72
E6T287	500.74	0.94324	0.05	0	0.05	600.74
E6T288	500.76	0.94324	0.05	0	0.05	600.76
E6T289	500.78	0.94324	0.05	0	0.05	600.78
E6T290	500.8	0.94324	0.05	0	0.05	600.8
E6T291	500.82	0.94324	0.05	0	0.05	600.82
E6T292	500.84	0.94324	0.05	0	0.05	600.84
E6T293	500.86	0.94324	0.05	0	0.05	600.86
E6T294	500.88	0.94324	0.05	0	0.05	600.88
E6T295	500.9	0.94324	0.05	0	0.05	600.9
E6T296	500.92	0.94324	0.05	0	0.05	600.92
E6T297	500.94	0.94324	0.05	0	0.05	600.94
E6T298	500.96	0.94324	0.05	0	0.05	600.96
E6T299	500.98	0.94324	0.05	0	0.05	600.98
E6T300	600	1	0.05	0	0.05	700
E6T301	600.02	1	0.05	0	0.05	700.02
E6T302	600.04	1	0.05	0	0.05	700.04
E6T303	600.06	1	0.05	0	0.05	700.06
E6T304	600.08	1	0.05	0	0.05	700.08
E6T305	600.1	1	0.05	0	0.05	700.1
E6T306	600.12	1	0.05	0	0.05	700.12
E6T307	600.14	1	0.05	0	0.05	700.14
E6T308	600.16	1	0.05	0	0.05	700.16
E6T309	600.18	1	0.05	0	0.05	700.18
E6T310	600.2	1	0.05	0	0.05	700.2
E6T311	600.22	1	0.05	0	0.05	700.22
E6T312	600.24	1	0.05	0	0.05	700.24
E6T313	600.26	1	0.05	0	0.05	700.26
E6T314	600.28	1	0.05	0	0.05	700.28
E6T315	600.3	1	0.05	0	0.05	700.3
E6T316	600.32	1	0.05	0	0.05	700.32
E6T317	600.34	1	0.05	0	0.05	700.34
E6T318	600.36	1	0.05	0	0.05	700.36
E6T319	600.38	1	0.05	0	0.05	700.38
E6T320	600.4	1	0.05	0	0.05	700.4
E6T321	600.42	1	0.05	0	0.05	700.42
E6T322	600.44	1	0.05	0	0.05	700.44
E6T323	600.46	1	0.05	0	0.05	700.46
E6T324	600.48	1	0.05	0	0.05	700.48
E6T325	600.5	1	0.05	0	0.05	700.5
E6T326	600.52	1	0.05	0	0.05	700.52
E6T327	600.54	1	0.05	0	0.05	700.54
E6T328	600.56	1	0.05	0	0.05	700.56
E6T329	600.58	1	0.05	0	0.05	700.58
E6T330	600.6	1	0.05	0	0.05	700.6
E6T331	600.62	1	0.05	0	0.05	700.62
E6T332	600.64	1	0.05	0	0.05	700.64
E6T333	600.66	1	0.05	0	0.05	700.66
E6T334	600.68	1	0.05	0	0.05	700.68
E6T335	600.7	1	0.05	0	0.05	700.7
E6T336	600.72	1	0.05	0	0.05	700.72
E6T337	600.74	1	0.05	0	0.05	700.74
E6T338	600.76	1	0.05	0	0.05	700.76
E6T339	600.78	1	0.05	0	0.05	700.78
E6T340	600.8	1	0.05	0	0.05	700.8
E6T341	600.82	1	0.05	0	0.05	700.82
E6T342	600.84	1	0.05	0	0.05	700.84
E6T343	600.86	1	0.05	0	0.05	700.86
E6T344	600.88	1	0.05	0	0.05	700.88
E6T345	600.9	1	0.05	0	0.05	700.9
E6T346	600.92	1	0.05	0	0.05	700.92
E6T347	600.94	1	0.05	0	0.05	700.94
E6T348	600.96	1	0.05	0	0.05	700.96
E6T349	600.98	1	0.05	0	0.05	700.98
